"Turbulent Kinetic Energy (J/kg)","Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
1.2647385597229004,1.7960954255384596,0.19721000072956085,0.078,0
1.2647385597229004,1.7960954255384596,0.19708000068664552,0.078,0
1.2647385597229004,1.7960954255384596,0.19695000064373017,0.078,0
1.2647385597229004,1.7960954255384596,0.19682000060081484,0.078,0
1.1562485694885254,1.6209052685254277,0.19669000055789948,0.078,0
1.1562485694885254,1.6209052685254277,0.19656000051498412,0.078,0
1.1562485694885254,1.6209052685254277,0.19643000047206879,0.078,0
1.1562485694885254,1.6209052685254277,0.19630000042915344,0.078,0
1.1562485694885254,1.6209052685254277,0.19617000038623811,0.078,0
1.0383378267288208,1.4408778299432612,0.19604000034332275,0.078,0
1.0383378267288208,1.4408778299432612,0.19591000030040742,0.078,0
1.0383378267288208,1.4408778299432612,0.19578000025749207,0.078,0
